,Maximum Sharpe Ratio,Maximum Sharpe Ratio,Maximum Sharpe Ratio,Maximum Sharpe Ratio,Maximum Sharpe Ratio,Equally Weighted,Equally Weighted,Equally Weighted,Equally Weighted,Equally Weighted,Global Minimum Variance,Global Minimum Variance,Global Minimum Variance,Global Minimum Variance,Global Minimum Variance,Target Returns 6.0%,Target Returns 6.0%,Target Returns 6.0%,Target Returns 6.0%,Target Returns 6.0%,Target Returns 9.0%,Target Returns 9.0%,Target Returns 9.0%,Target Returns 9.0%,Target Returns 9.0%,Target Returns 12.0%,Target Returns 12.0%,Target Returns 12.0%,Target Returns 12.0%,Target Returns 12.0%,Target Returns 15.0%,Target Returns 15.0%,Target Returns 15.0%,Target Returns 15.0%,Target Returns 15.0%,Target Returns 18.0%,Target Returns 18.0%,Target Returns 18.0%,Target Returns 18.0%,Target Returns 18.0%
,Returns,Account History,Drawdown,Previous Peak,Weights,Returns,Account History,Drawdown,Previous Peak,Weights,Returns,Account History,Drawdown,Previous Peak,Weights,Returns,Account History,Drawdown,Previous Peak,Weights,Returns,Account History,Drawdown,Previous Peak,Weights,Returns,Account History,Drawdown,Previous Peak,Weights,Returns,Account History,Drawdown,Previous Peak,Weights,Returns,Account History,Drawdown,Previous Peak,Weights
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01,-0.04398120137508088,1871.2929437861612,-0.043981201375081005,1957.380907638959,"[1.51618318e-16 1.53117201e-16 0.00000000e+00 5.52710134e-16
 0.00000000e+00 0.00000000e+00 3.46263424e-16 3.29478908e-02
 6.96313726e-02 1.91038727e-01 0.00000000e+00 7.06382009e-01]",0.0018098986049157606,2071.859211394467,0.0,2071.8592113791774,"[0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333
 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333]",0.003441748731165317,1093.381673094961,0.0,1093.3816730868923,"[1.00000000e+00 9.11506981e-13 1.37397038e-12 7.50025042e-13
 0.00000000e+00 1.38423994e-12 1.05034037e-12 0.00000000e+00
 2.51228205e-12 1.29542210e-12 0.00000000e+00 0.00000000e+00]",-0.015778417338414008,2657.485107252049,-0.015778417338414,2700.0882261146176,"[6.09976907e-01 6.36968776e-18 0.00000000e+00 1.37693676e-17
 1.95156391e-18 0.00000000e+00 0.00000000e+00 1.19261990e-02
 1.55315276e-02 7.14363098e-02 2.38524478e-18 2.91129056e-01]",-0.025493726691323215,3233.4447296312046,-0.025493726691323246,3318.0337758412156,"[3.97962747e-01 2.22261445e-18 0.00000000e+00 7.16928687e-18
 3.81300352e-17 0.00000000e+00 0.00000000e+00 2.08907132e-02
 3.36818805e-02 1.13195721e-01 4.08744219e-17 4.34268939e-01]",-0.03526887802129697,3424.3127871646093,-0.03526887802129702,3549.4996575998703,"[1.86405368e-01 0.00000000e+00 5.25838054e-18 0.00000000e+00
 0.00000000e+00 3.79470760e-19 2.92734587e-18 3.00673928e-02
 5.35479623e-02 1.53062752e-01 0.00000000e+00 5.76916524e-01]",-0.04604455626325776,3482.5084983476177,-0.04604455626325777,3650.5986953442757,"[0.00000000e+00 0.00000000e+00 1.86398273e-17 0.00000000e+00
 5.07901712e-18 0.00000000e+00 5.65781377e-18 1.61915438e-18
 8.40662703e-02 1.82906958e-01 0.00000000e+00 7.33026772e-01]",-0.06474783414748397,3529.5069440278667,-0.0647478341474839,3773.8559426746115,"[4.31287867e-13 3.62727475e-13 7.68346010e-18 1.17312261e-17
 7.17397635e-18 1.35575463e-13 3.57397252e-13 1.21362739e-17
 4.02391319e-17 3.01570042e-18 5.78220737e-18 1.00000000e+00]"
2011-02,0.04913766835079558,1963.2439158451095,0.0,1963.243915830621,"[0.00000000e+00 1.43491474e-16 0.00000000e+00 4.74116714e-16
 0.00000000e+00 4.34615641e-17 0.00000000e+00 0.00000000e+00
 6.96855829e-02 1.93796973e-01 4.67008320e-17 7.36517444e-01]",0.02680130407694903,2127.3877401236778,0.0,2127.3877401079785,"[0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333
 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333]",0.002628034890717723,1096.2551182807258,0.0,1096.255118272636,"[1.00000000e+00 2.81955015e-13 8.86526963e-13 4.79297158e-13
 0.00000000e+00 8.57716675e-13 6.81912860e-13 0.00000000e+00
 1.56298585e-12 8.43505821e-13 0.00000000e+00 0.00000000e+00]",0.019586681626565294,2709.5364219751336,0.0,2709.536421955144,"[6.50842373e-01 3.38813179e-18 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.87313576e-18 0.00000000e+00 0.00000000e+00
 1.58619192e-02 5.97760247e-02 6.77626358e-18 2.73519683e-01]",0.028354366542745923,3325.127006690878,0.0,3325.127006666337,"[4.60564336e-01 0.00000000e+00 3.14418630e-18 5.31259065e-18
 2.71592644e-17 6.50521303e-19 9.75781955e-19 8.67361738e-19
 2.95850427e-02 9.86226829e-02 1.46367293e-18 4.11227939e-01]",0.03694662108906388,3550.8295742024166,0.0,3550.8295741762186,"[2.66884522e-01 0.00000000e+00 0.00000000e+00 2.27682456e-18
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.75528598e-02 1.41616950e-01 6.50521303e-19 5.43945669e-01]",0.04539048854097549,3640.581260435715,-0.0027440526257239287,3650.5986953442757,"[5.74519049e-02 1.40946282e-18 1.84314369e-18 0.00000000e+00
 4.22838847e-18 4.22838847e-18 0.00000000e+00 3.94471552e-02
 5.11102328e-02 1.77038166e-01 0.00000000e+00 6.74952541e-01]",0.05316493805995459,3717.152962089288,-0.015025210679496569,3773.8559426746115,"[0.00000000e+00 2.91433544e-16 2.49800181e-16 5.55111512e-17
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.88578059e-16
 9.24944504e-02 0.00000000e+00 4.02455846e-16 9.07505550e-01]"
2011-03,0.019348486316369762,2001.229713886535,0.0,2001.229713871766,"[4.45217191e-17 0.00000000e+00 5.65168639e-16 3.07195062e-16
 0.00000000e+00 2.67241879e-17 0.00000000e+00 8.68453434e-02
 1.34045117e-01 8.38161179e-02 0.00000000e+00 6.95293422e-01]",0.011786589927424096,2152.462387033145,0.0,2152.462387017261,"[0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333
 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333]",0.0017104777978025343,1098.1302383212724,0.0,1098.1302383131688,"[1.00000000e+00 1.29322941e-12 2.59058053e-12 1.45859713e-12
 0.00000000e+00 2.59196831e-12 1.94365357e-12 0.00000000e+00
 4.59397798e-12 2.38591091e-12 0.00000000e+00 0.00000000e+00]",0.008221553966889283,2731.8130218936544,0.0,2731.8130218735,"[6.38319682e-01 1.73472348e-18 5.63785130e-18 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 4.18193707e-02
 4.22026027e-02 1.37255798e-02 0.00000000e+00 2.63932765e-01]",0.011505515075943773,3363.3843055957873,0.0,3363.3843055709644,"[4.42917342e-01 0.00000000e+00 0.00000000e+00 5.09575021e-18
 3.14418630e-17 0.00000000e+00 2.27682456e-18 4.61014737e-02
 7.10156727e-02 4.21195610e-02 5.52943108e-18 3.97845951e-01]",0.015047255130495207,3604.259812730348,0.0,3604.259812703756,"[2.45666389e-01 2.65629532e-18 9.17506088e-18 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.26327204e-18 6.85423387e-02
 9.81074282e-02 5.67902910e-02 0.00000000e+00 5.30893553e-01]",0.018500002375519964,3707.9320224020494,0.0,3707.932022374689,"[3.91119842e-02 2.98155597e-18 4.33680869e-18 0.00000000e+00
 2.05998413e-18 0.00000000e+00 1.95156391e-18 1.00016287e-01
 1.22468706e-01 7.94155306e-02 0.00000000e+00 6.58987492e-01]",0.016613374467673303,3778.9074162020984,0.0,3778.9074161742096,"[2.19828186e-18 2.40334160e-17 6.76205486e-15 3.75477454e-17
 5.62788368e-15 2.71506270e-17 7.66744123e-15 2.29882379e-17
 2.06357551e-17 4.36466347e-15 6.52085483e-15 1.00000000e+00]"
2011-04,0.06784959106433841,2137.0123315995393,0.0,2137.012331583768,"[1.14215665e-16 5.72797111e-16 3.06763938e-16 2.38737549e-16
 7.88622160e-17 0.00000000e+00 0.00000000e+00 1.09251733e-01
 7.45691503e-02 1.43173343e-01 0.00000000e+00 6.73005774e-01]",0.029580899067823463,2216.134159651259,0.0,2216.134159634905,"[0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333
 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333]",0.003072846832833598,1101.5046243461368,0.0,1101.5046243380082,"[1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.85875229e-13 0.00000000e+00 0.00000000e+00 6.65842381e-13
 0.00000000e+00 0.00000000e+00 2.78374546e-13 1.74830983e-12]",0.028680842686030328,2810.1637214222355,0.0,2810.163721401503,"[6.15576105e-01 1.06793914e-17 0.00000000e+00 1.49077799e-17
 4.56991216e-17 6.07153217e-18 0.00000000e+00 4.42435037e-02
 1.90564022e-02 4.85178414e-02 1.58293517e-17 2.72606148e-01]",0.042013406898046224,3504.6915389812857,0.0,3504.69153895542,"[4.07751545e-01 0.00000000e+00 0.00000000e+00 5.14996032e-19
 1.02728156e-17 1.63714528e-17 7.04731412e-19 6.53804353e-02
 3.81956343e-02 7.89091201e-02 8.61940727e-18 4.09763266e-01]",0.05515954328933126,3803.069137896645,0.0,3803.0691378685856,"[1.84909311e-01 2.99510850e-18 2.03287907e-19 0.00000000e+00
 0.00000000e+00 3.57786717e-18 0.00000000e+00 1.10882409e-01
 4.46081307e-02 1.19696515e-01 0.00000000e+00 5.39903634e-01]",0.06872019492199977,3962.741833739043,0.0,3962.741833709803,"[6.93889390e-18 3.68628739e-18 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.28366266e-02
 8.58054727e-02 1.35117098e-01 3.46944695e-18 6.86240803e-01]",0.08639926086116634,4105.40222382474,0.0,4105.402223794442,"[2.67193313e-17 6.12571345e-14 1.66734038e-13 7.10820699e-18
 1.37578415e-13 5.84631981e-18 1.75531515e-13 3.00909964e-18
 2.26483772e-17 8.83302044e-15 2.30220485e-13 1.00000000e+00]"
2011-05,-0.013142973926191903,2108.925634245376,-0.013142973926191874,2137.012331583768,"[9.35190838e-17 0.00000000e+00 8.38908710e-17 0.00000000e+00
 5.41860199e-17 2.01436240e-16 2.76672735e-16 6.96141194e-02
 1.79469950e-01 1.12612341e-01 0.00000000e+00 6.38303590e-01]",-0.008545133244216463,2197.1969979699793,-0.008545133244216477,2216.134159634905,"[0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333
 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333]",0.001978823134396457,1103.6843071794376,0.0,1103.6843071712929,"[1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.55590557e-13 0.00000000e+00 0.00000000e+00 4.92814123e-13
 0.00000000e+00 0.00000000e+00 1.99937289e-13 1.28662359e-12]",-0.0036953362263827394,2799.7792216203975,-0.00369533622638279,2810.163721401503,"[6.29294359e-01 0.00000000e+00 7.91467586e-18 0.00000000e+00
 3.51281504e-17 1.19262239e-17 0.00000000e+00 2.67740614e-02
 5.86068312e-02 3.55304599e-02 7.26415456e-18 2.49794289e-01]",-0.006773510532169458,3480.952473929991,-0.006773510532169458,3504.69153895542,"[4.28457788e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.98279150e-17 0.00000000e+00 1.04354459e-17 5.12097841e-02
 1.04178269e-01 4.62378327e-02 8.43238240e-17 3.69916326e-01]",-0.00973013081989671,3766.064777667799,-0.009730130819896729,3803.0691378685856,"[2.27773812e-01 0.00000000e+00 1.15467531e-17 3.84891771e-18
 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.59937902e-02
 1.35601284e-01 8.20290774e-02 0.00000000e+00 4.98602036e-01]",-0.012352287857096522,3913.79290590534,-0.012352287857096564,3962.741833709803,"[1.97994574e-02 3.25260652e-19 0.00000000e+00 3.90312782e-18
 1.89735380e-18 0.00000000e+00 2.95445092e-18 8.13098742e-02
 1.69719132e-01 1.10371264e-01 5.69206141e-19 6.18800272e-01]",-0.01703318702140344,4035.4741399482473,-0.01703318702140358,4105.402223794442,"[2.29596329e-13 4.01017063e-13 3.36053759e-13 7.07224313e-17
 1.14924898e-13 3.52969180e-17 9.91204317e-17 5.54358479e-13
 6.86284273e-17 3.05480411e-17 8.39370993e-17 1.00000000e+00]"
2011-06,-0.014937095874541506,2077.4244098543745,-0.027883751939121293,2137.012331583768,"[1.22563833e-16 0.00000000e+00 2.82984968e-16 0.00000000e+00
 0.00000000e+00 1.12663074e-16 1.41728023e-16 1.76151464e-01
 1.90192412e-01 0.00000000e+00 3.77631118e-16 6.33656124e-01]",-0.011067390739436855,2172.879760261928,-0.019517951655118944,2216.134159634905,"[0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333
 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333]",0.00018688085862228476,1103.8905646504113,0.0,1103.890564642265,"[1.00000000e+00 0.00000000e+00 0.00000000e+00 2.98372438e-15
 4.92661467e-15 0.00000000e+00 0.00000000e+00 1.49186219e-14
 0.00000000e+00 0.00000000e+00 7.14706072e-15 1.00849884e-13]",-0.005576386966847036,2784.1665692589045,-0.009251116568458756,2810.163721401503,"[6.31255078e-01 0.00000000e+00 9.03275935e-18 3.84722365e-18
 0.00000000e+00 1.57073790e-17 0.00000000e+00 6.61209384e-02
 5.62095594e-02 2.08370105e-18 0.00000000e+00 2.46414424e-01]",-0.008581337902497599,3451.081244528663,-0.015296722652004437,3504.69153895542,"[4.35333158e-01 0.00000000e+00 0.00000000e+00 4.28259858e-18
 2.32561366e-17 0.00000000e+00 0.00000000e+00 9.73644303e-02
 9.78404043e-02 4.33680869e-19 2.52619106e-17 3.69462008e-01]",-0.01141161233921284,3723.08790638069,-0.021030706678182985,3803.0691378685856,"[2.35690339e-01 5.12285526e-18 4.60785923e-18 0.00000000e+00
 0.00000000e+00 2.22261445e-18 0.00000000e+00 1.35633797e-01
 1.40843167e-01 0.00000000e+00 2.03287907e-18 4.87832696e-01]",-0.014928270357902895,3855.3667472811426,-0.027096159922329974,3962.741833709803,"[5.28777375e-02 0.00000000e+00 7.58941521e-19 9.75781955e-19
 0.00000000e+00 0.00000000e+00 4.28259858e-18 1.37742321e-01
 1.93310972e-01 0.00000000e+00 0.00000000e+00 6.16068970e-01]",-0.024120600927336477,3938.1360786659693,-0.04074293724207604,4105.402223794442,"[1.28974246e-13 5.40112234e-14 3.82105379e-14 4.15401096e-17
 9.01194487e-18 5.67020125e-14 3.51433451e-14 4.25024630e-15
 2.35176266e-14 2.03477253e-14 2.74455285e-17 1.00000000e+00]"
2011-07,0.05558857935638328,2192.9054815184522,0.0,2192.9054815022687,"[1.60818083e-16 0.00000000e+00 1.51654531e-16 0.00000000e+00
 2.76987225e-16 3.78831228e-16 1.74063861e-16 2.25244453e-01
 1.41452907e-01 2.64188587e-16 0.00000000e+00 6.33302640e-01]",-0.003992497514035298,2164.2045432207847,-0.023432523795692228,2216.134159634905,"[0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333
 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333]",0.0028939498171394185,1107.0851685481232,0.0,1107.0851685399534,"[1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.62532487e-12 0.00000000e+00 0.00000000e+00 2.44788911e-12
 0.00000000e+00 0.00000000e+00 9.45757361e-13 5.85116677e-12]",0.022892247131587107,2847.9023984178825,0.0,2847.9023983968714,"[6.45524242e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.09828421e-17 5.04154010e-18 0.00000000e+00 7.56628392e-02
 3.77613527e-02 0.00000000e+00 0.00000000e+00 2.41051566e-01]",0.03254257707643182,3563.388321925765,0.0,3563.388321899466,"[4.51075616e-01 0.00000000e+00 1.95156391e-18 2.04914211e-17
 0.00000000e+00 0.00000000e+00 5.96311195e-18 1.20474779e-01
 7.14809198e-02 0.00000000e+00 0.00000000e+00 3.56968685e-01]",0.04245676390497044,3881.1581706193456,0.0,3881.1581705907106,"[2.42784651e-01 5.77337657e-18 0.00000000e+00 0.00000000e+00
 9.24282352e-18 3.44234190e-18 0.00000000e+00 1.98928328e-01
 9.09255008e-02 6.43745040e-19 2.50044126e-18 4.67361520e-01]",0.05226815053169109,4056.8796367829095,0.0,4056.8796367529753,"[7.66393019e-02 1.62630326e-18 6.61363325e-18 0.00000000e+00
 4.01154804e-18 8.67361738e-19 0.00000000e+00 1.80285177e-01
 1.41903329e-01 1.24683250e-18 3.41523684e-18 6.01172192e-01]",0.06771710249338359,4204.815243137885,0.0,4204.815243106853,"[0.00000000e+00 1.38777878e-17 3.46944695e-16 0.00000000e+00
 0.00000000e+00 4.16333634e-17 1.05471187e-15 6.93889390e-17
 1.60131354e-01 2.08166817e-16 5.55111512e-17 8.39868646e-01]"
2011-08,0.0794707181946952,2367.1772550678074,0.0,2367.177255050338,"[3.28313731e-17 1.36823024e-16 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.75748973e-16 2.50876369e-01
 6.84335394e-02 3.49008292e-16 2.37339798e-16 6.80690092e-01]",-0.027805346464263248,2104.028086076998,-0.050586320817284314,2216.134159634905,"[0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333
 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333]",-0.0023548007524196723,1104.4782035602334,-0.002354800752419812,1107.0851685399534,"[1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.16924526e-12 0.00000000e+00 0.00000000e+00 1.83909832e-12
 0.00000000e+00 0.00000000e+00 6.61817823e-13 4.54004889e-12]",0.026327248583552842,2922.8798328027265,0.0,2922.8798327811623,"[6.94091267e-01 1.35525272e-17 1.85940673e-17 0.00000000e+00
 0.00000000e+00 7.91467586e-18 1.43114687e-17 6.04264937e-02
 1.14935529e-02 3.08997619e-18 1.11672824e-17 2.33988686e-01]",0.03965605910695791,3704.698259841097,0.0,3704.6982598137547,"[5.11371828e-01 3.90312782e-18 0.00000000e+00 4.03865309e-18
 1.89735380e-19 0.00000000e+00 3.25260652e-18 1.31654583e-01
 1.77953534e-02 6.50521303e-18 7.56231015e-18 3.39178236e-01]",0.0526789418477871,4085.613476191466,0.0,4085.6134761613225,"[3.44633364e-01 0.00000000e+00 3.30681663e-18 1.38777878e-17
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.64189685e-01
 3.77298063e-02 1.02999206e-18 1.08420217e-19 4.53447145e-01]",0.06592371998807289,4324.324233983501,0.0,4324.324233951593,"[1.70626052e-01 0.00000000e+00 1.23599048e-17 0.00000000e+00
 1.30104261e-18 0.00000000e+00 0.00000000e+00 2.14909401e-01
 5.07019588e-02 7.58941521e-19 1.30104261e-18 5.63762588e-01]",0.07892761884259891,4536.691297951822,0.0,4536.69129791834,"[6.93889390e-18 1.30104261e-18 0.00000000e+00 1.73472348e-18
 4.33680869e-18 0.00000000e+00 0.00000000e+00 2.56196345e-01
 6.81797596e-02 1.73472348e-18 8.67361738e-19 6.75623895e-01]"
2011-09,-0.08516762047090842,2165.5704010208256,-0.08516762047090823,2367.177255050338,"[1.49373225e-15 0.00000000e+00 0.00000000e+00 5.81195904e-17
 3.29023004e-16 1.66548331e-16 0.00000000e+00 3.37280043e-01
 0.00000000e+00 5.59550166e-16 2.21693155e-16 6.62719957e-01]",-0.07414304336140753,1948.0290404573718,-0.12097874040084182,2216.134159634905,"[0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333
 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333]",-0.0008810674966683862,1103.5050837142978,-0.003233793510683989,1107.0851685399534,"[1.00000000e+00 2.39587516e-12 4.56541749e-12 2.41202891e-12
 0.00000000e+00 4.63430683e-12 3.61118080e-12 0.00000000e+00
 8.49260939e-12 3.97350208e-12 0.00000000e+00 0.00000000e+00]",-0.031630099919223054,2830.4288516392944,-0.031630099919223144,2922.8798327811623,"[6.43385173e-01 0.00000000e+00 1.90819582e-17 1.25767452e-17
 0.00000000e+00 1.69135539e-17 2.60208521e-18 1.11742795e-01
 1.43114687e-17 0.00000000e+00 0.00000000e+00 2.44872032e-01]",-0.047475784899808415,3528.814802138186,-0.047475784899808526,3704.6982598137547,"[4.57298759e-01 1.64798730e-17 7.48099499e-18 0.00000000e+00
 0.00000000e+00 2.03830008e-17 0.00000000e+00 1.72516417e-01
 2.21719344e-17 0.00000000e+00 0.00000000e+00 3.70184824e-01]",-0.06283359136563627,3828.899708550515,-0.06283359136563633,4085.6134761613225,"[2.56385756e-01 8.89045781e-18 0.00000000e+00 0.00000000e+00
 4.33680869e-19 0.00000000e+00 4.33680869e-18 2.59749564e-01
 0.00000000e+00 1.12757026e-17 3.46944695e-17 4.83864680e-01]",-0.07874625377870093,3983.7999004328494,-0.07874625377870083,4324.324233951593,"[7.23347804e-02 6.26126755e-18 4.33680869e-18 0.00000000e+00
 0.00000000e+00 4.33680869e-19 0.00000000e+00 3.16890744e-01
 2.87584626e-17 1.30104261e-18 0.00000000e+00 6.10774476e-01]",-0.09833500989718902,4090.5757142672383,-0.09833500989718905,4536.69129791834,"[1.05167611e-17 1.42030485e-17 0.00000000e+00 4.00477177e-18
 0.00000000e+00 2.98155597e-18 0.00000000e+00 1.74663257e-01
 4.38017678e-17 5.96311195e-18 2.62919027e-18 8.25336743e-01]"
2011-10,0.053286242990281396,2280.9655116221825,-0.03641963999994374,2367.177255050338,"[0.00000000e+00 5.72715101e-16 1.85482227e-16 0.00000000e+00
 3.43220804e-16 0.00000000e+00 0.00000000e+00 3.62124999e-01
 2.57751766e-16 2.76728741e-16 0.00000000e+00 6.37875001e-01]",0.08330074402720222,2110.3013089140677,-0.0477556154605036,2216.134159634905,"[0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333
 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333]",0.007064507553174337,1111.3008037131638,0.0,1111.3008037049628,"[1.00000000e+00 4.78520001e-13 1.02091946e-12 5.19542742e-13
 0.00000000e+00 9.92109173e-13 7.82554577e-13 0.00000000e+00
 1.74178727e-12 8.10920775e-13 0.00000000e+00 0.00000000e+00]",0.0226400807238909,2894.509989323638,-0.009706127210808067,2922.8798327811623,"[6.68827487e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.24500451e-17 0.00000000e+00 0.00000000e+00 1.02589980e-01
 0.00000000e+00 0.00000000e+00 1.21430643e-17 2.28582533e-01]",0.031048643173444246,3638.379713754943,-0.01790120043109756,3704.6982598137547,"[4.85218053e-01 0.00000000e+00 1.32272665e-17 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.64798730e-17 1.74133112e-01
 0.00000000e+00 1.27935856e-17 0.00000000e+00 3.40648834e-01]",0.03959963685516077,3980.522746563946,-0.02572214191086026,4085.6134761613225,"[2.95455400e-01 1.08420217e-17 0.00000000e+00 0.00000000e+00
 1.73472348e-17 0.00000000e+00 5.63785130e-18 2.57081671e-01
 0.00000000e+00 0.00000000e+00 6.93889390e-18 4.47462929e-01]",0.04791132670600029,4174.669038993819,-0.034607764564365526,4324.324233951593,"[1.16030992e-01 0.00000000e+00 0.00000000e+00 9.54097912e-18
 0.00000000e+00 7.15573434e-18 9.10729825e-18 3.20867563e-01
 4.33680869e-19 0.00000000e+00 4.98732999e-18 5.63101445e-01]",0.054755621668162835,4314.55773048263,-0.048963782827691614,4536.69129791834,"[0.00000000e+00 0.00000000e+00 1.18178037e-17 3.46944695e-18
 1.30104261e-18 0.00000000e+00 4.11996826e-18 2.67149287e-01
 0.00000000e+00 0.00000000e+00 3.68628739e-18 7.32850713e-01]"
2011-11,0.009739791244853802,2303.1816395420938,-0.027034568445902175,2367.177255050338,"[0.00000000e+00 7.69589515e-16 3.10244145e-16 0.00000000e+00
 3.86293924e-16 0.00000000e+00 0.00000000e+00 3.81316104e-01
 3.36116430e-16 0.00000000e+00 2.14314093e-16 6.18683896e-01]",-0.0034050863433682244,2103.1155507466924,-0.05099808980984821,2216.134159634905,"[0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333
 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333 0.08333333]",-0.0010899818504769287,1110.089506006696,-0.001089981850477021,1111.3008037049628,"[1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.10539919e-13 0.00000000e+00 0.00000000e+00 3.01300651e-13
 0.00000000e+00 0.00000000e+00 1.13450915e-13 6.03281314e-13]",0.0031561176026020377,2903.6454032518495,-0.006580643287149175,2922.8798327811623,"[6.43485391e-01 2.16840434e-17 0.00000000e+00 3.59955121e-17
 0.00000000e+00 3.03576608e-18 0.00000000e+00 1.19040010e-01
 0.00000000e+00 1.51788304e-17 0.00000000e+00 2.37474599e-01]",0.0048979400872943835,3656.2002796077422,-0.013090939351005295,3704.6982598137547,"[4.40162756e-01 0.00000000e+00 0.00000000e+00 8.67361738e-18
 1.38777878e-17 0.00000000e+00 0.00000000e+00 2.16766494e-01
 0.00000000e+00 0.00000000e+00 2.08166817e-17 3.43070751e-01]",0.007079719641904569,4008.703731637843,-0.0188245278222738,4085.6134761613225,"[2.54631592e-01 0.00000000e+00 1.04083409e-17 5.20417043e-18
 3.59955121e-17 0.00000000e+00 0.00000000e+00 2.79939967e-01
 0.00000000e+00 0.00000000e+00 3.81639165e-17 4.65428441e-01]",0.00899261788435135,4212.210242455123,-0.025926361082573204,4324.324233951593,"[5.82271080e-02 0.00000000e+00 1.34441069e-17 0.00000000e+00
 5.39390581e-18 2.16840434e-18 1.35796322e-17 3.64230634e-01
 7.56773116e-17 0.00000000e+00 0.00000000e+00 5.77542258e-01]",0.014322440678553594,4376.352727631663,-0.03534262302408528,4536.69129791834,"[4.56954024e-18 1.25861217e-18 9.68461945e-18 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.61003937e-18 1.80165511e-01
 0.00000000e+00 0.00000000e+00 2.11102203e-18 8.19834489e-01]"
