,Maximum Sharpe Ratio,Maximum Sharpe Ratio,Maximum Sharpe Ratio,Maximum Sharpe Ratio,Maximum Sharpe Ratio,Equally Weighted,Equally Weighted,Equally Weighted,Equally Weighted,Equally Weighted,Global Minimum Variance,Global Minimum Variance,Global Minimum Variance,Global Minimum Variance,Global Minimum Variance,Target Returns 6.0%,Target Returns 6.0%,Target Returns 6.0%,Target Returns 6.0%,Target Returns 6.0%,Target Returns 9.0%,Target Returns 9.0%,Target Returns 9.0%,Target Returns 9.0%,Target Returns 9.0%,Target Returns 12.0%,Target Returns 12.0%,Target Returns 12.0%,Target Returns 12.0%,Target Returns 12.0%,Target Returns 15.0%,Target Returns 15.0%,Target Returns 15.0%,Target Returns 15.0%,Target Returns 15.0%,Target Returns 18.0%,Target Returns 18.0%,Target Returns 18.0%,Target Returns 18.0%,Target Returns 18.0%
,Returns,Account History,Drawdown,Previous Peak,Weights,Returns,Account History,Drawdown,Previous Peak,Weights,Returns,Account History,Drawdown,Previous Peak,Weights,Returns,Account History,Drawdown,Previous Peak,Weights,Returns,Account History,Drawdown,Previous Peak,Weights,Returns,Account History,Drawdown,Previous Peak,Weights,Returns,Account History,Drawdown,Previous Peak,Weights,Returns,Account History,Drawdown,Previous Peak,Weights
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06,1.0759615420852242e-11,1000.0000003829399,-4.121147865843855e-12,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",1.0759615420852242e-11,1000.0000003829399,-4.121147865843855e-12,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",1.0759615420852242e-11,1000.0000003829399,-4.121147865843855e-12,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",1.0759615420852242e-11,1000.0000003829399,-4.121147865843855e-12,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",1.0759615420852242e-11,1000.0000003829399,-4.121147865843855e-12,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",1.0759615420852242e-11,1000.0000003829399,-4.121147865843855e-12,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",1.0759615420852242e-11,1000.0000003829399,-4.121147865843855e-12,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",1.0759615420852242e-11,1000.0000003829399,-4.121147865843855e-12,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]"
1998-07,-2.2784107933659925e-11,1000.0000003601558,-2.690535437865761e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-2.2784107933659925e-11,1000.0000003601558,-2.690535437865761e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-2.2784107933659925e-11,1000.0000003601558,-2.690535437865761e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-2.2784107933659925e-11,1000.0000003601558,-2.690535437865761e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-2.2784107933659925e-11,1000.0000003601558,-2.690535437865761e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-2.2784107933659925e-11,1000.0000003601558,-2.690535437865761e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-2.2784107933659925e-11,1000.0000003601558,-2.690535437865761e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-2.2784107933659925e-11,1000.0000003601558,-2.690535437865761e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]"
1998-08,-1.123878767828046e-10,1000.000000247768,-1.3929331993663248e-10,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-1.123878767828046e-10,1000.000000247768,-1.3929331993663248e-10,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-1.123878767828046e-10,1000.000000247768,-1.3929331993663248e-10,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-1.123878767828046e-10,1000.000000247768,-1.3929331993663248e-10,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-1.123878767828046e-10,1000.000000247768,-1.3929331993663248e-10,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-1.123878767828046e-10,1000.000000247768,-1.3929331993663248e-10,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-1.123878767828046e-10,1000.000000247768,-1.3929331993663248e-10,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-1.123878767828046e-10,1000.000000247768,-1.3929331993663248e-10,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]"
1998-09,3.830136208193835e-11,1000.0000002860693,-1.0099188326224925e-10,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.830136208193835e-11,1000.0000002860693,-1.0099188326224925e-10,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.830136208193835e-11,1000.0000002860693,-1.0099188326224925e-10,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.830136208193835e-11,1000.0000002860693,-1.0099188326224925e-10,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.830136208193835e-11,1000.0000002860693,-1.0099188326224925e-10,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.830136208193835e-11,1000.0000002860693,-1.0099188326224925e-10,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.830136208193835e-11,1000.0000002860693,-1.0099188326224925e-10,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.830136208193835e-11,1000.0000002860693,-1.0099188326224925e-10,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]"
1998-10,4.910583051298545e-11,1000.0000003351751,-5.188610428225672e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.910583051298545e-11,1000.0000003351751,-5.188610428225672e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.910583051298545e-11,1000.0000003351751,-5.188610428225672e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.910583051298545e-11,1000.0000003351751,-5.188610428225672e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.910583051298545e-11,1000.0000003351751,-5.188610428225672e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.910583051298545e-11,1000.0000003351751,-5.188610428225672e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.910583051298545e-11,1000.0000003351751,-5.188610428225672e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.910583051298545e-11,1000.0000003351751,-5.188610428225672e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]"
1998-11,3.448641372472139e-11,1000.0000003696615,-1.7399656819849273e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.448641372472139e-11,1000.0000003696615,-1.7399656819849273e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.448641372472139e-11,1000.0000003696615,-1.7399656819849273e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.448641372472139e-11,1000.0000003696615,-1.7399656819849273e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.448641372472139e-11,1000.0000003696615,-1.7399656819849273e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.448641372472139e-11,1000.0000003696615,-1.7399656819849273e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.448641372472139e-11,1000.0000003696615,-1.7399656819849273e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.448641372472139e-11,1000.0000003696615,-1.7399656819849273e-11,1000.0000003796821,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]"
1998-12,4.618327942296219e-11,1000.0000004158447,0.0,1000.0000004084657,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.618327942296219e-11,1000.0000004158447,0.0,1000.0000004084657,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.618327942296219e-11,1000.0000004158447,0.0,1000.0000004084657,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.618327942296219e-11,1000.0000004158447,0.0,1000.0000004084657,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.618327942296219e-11,1000.0000004158447,0.0,1000.0000004084657,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.618327942296219e-11,1000.0000004158447,0.0,1000.0000004084657,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.618327942296219e-11,1000.0000004158447,0.0,1000.0000004084657,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.618327942296219e-11,1000.0000004158447,0.0,1000.0000004084657,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]"
1999-01,5.458966612081895e-12,1000.0000004213038,0.0,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",5.458966612081895e-12,1000.0000004213038,0.0,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",5.458966612081895e-12,1000.0000004213038,0.0,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",5.458966612081895e-12,1000.0000004213038,0.0,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",5.458966612081895e-12,1000.0000004213038,0.0,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",5.458966612081895e-12,1000.0000004213038,0.0,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",5.458966612081895e-12,1000.0000004213038,0.0,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",5.458966612081895e-12,1000.0000004213038,0.0,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]"
1999-02,-2.964295475749168e-11,1000.0000003916608,-2.9642933428939664e-11,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-2.964295475749168e-11,1000.0000003916608,-2.9642933428939664e-11,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-2.964295475749168e-11,1000.0000003916608,-2.9642933428939664e-11,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-2.964295475749168e-11,1000.0000003916608,-2.9642933428939664e-11,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-2.964295475749168e-11,1000.0000003916608,-2.9642933428939664e-11,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-2.964295475749168e-11,1000.0000003916608,-2.9642933428939664e-11,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-2.964295475749168e-11,1000.0000003916608,-2.9642933428939664e-11,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-2.964295475749168e-11,1000.0000003916608,-2.9642933428939664e-11,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]"
1999-03,1.5017098675684792e-11,1000.0000004066779,-1.4625811666831917e-11,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",1.5017098675684792e-11,1000.0000004066779,-1.4625811666831917e-11,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",1.5017098675684792e-11,1000.0000004066779,-1.4625811666831917e-11,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",1.5017098675684792e-11,1000.0000004066779,-1.4625811666831917e-11,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",1.5017098675684792e-11,1000.0000004066779,-1.4625811666831917e-11,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",1.5017098675684792e-11,1000.0000004066779,-1.4625811666831917e-11,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",1.5017098675684792e-11,1000.0000004066779,-1.4625811666831917e-11,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",1.5017098675684792e-11,1000.0000004066779,-1.4625811666831917e-11,1000.0000004139247,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]"
1999-04,4.220801486098935e-11,1000.000000448886,0.0,1000.0000004415068,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.220801486098935e-11,1000.000000448886,0.0,1000.0000004415068,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.220801486098935e-11,1000.000000448886,0.0,1000.0000004415068,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.220801486098935e-11,1000.000000448886,0.0,1000.0000004415068,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.220801486098935e-11,1000.000000448886,0.0,1000.0000004415068,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.220801486098935e-11,1000.000000448886,0.0,1000.0000004415068,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.220801486098935e-11,1000.000000448886,0.0,1000.0000004415068,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",4.220801486098935e-11,1000.000000448886,0.0,1000.0000004415068,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]"
1999-05,-4.4190207049155106e-12,1000.000000444467,-4.419121067125864e-12,1000.0000004415068,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-4.4190207049155106e-12,1000.000000444467,-4.419121067125864e-12,1000.0000004415068,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-4.4190207049155106e-12,1000.000000444467,-4.419121067125864e-12,1000.0000004415068,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-4.4190207049155106e-12,1000.000000444467,-4.419121067125864e-12,1000.0000004415068,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-4.4190207049155106e-12,1000.000000444467,-4.419121067125864e-12,1000.0000004415068,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-4.4190207049155106e-12,1000.000000444467,-4.419121067125864e-12,1000.0000004415068,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-4.4190207049155106e-12,1000.000000444467,-4.419121067125864e-12,1000.0000004415068,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-4.4190207049155106e-12,1000.000000444467,-4.419121067125864e-12,1000.0000004415068,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]"
1999-06,3.49309470237813e-11,1000.000000479398,0.0,1000.0000004720187,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.49309470237813e-11,1000.000000479398,0.0,1000.0000004720187,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.49309470237813e-11,1000.000000479398,0.0,1000.0000004720187,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.49309470237813e-11,1000.000000479398,0.0,1000.0000004720187,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.49309470237813e-11,1000.000000479398,0.0,1000.0000004720187,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.49309470237813e-11,1000.000000479398,0.0,1000.0000004720187,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.49309470237813e-11,1000.000000479398,0.0,1000.0000004720187,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",3.49309470237813e-11,1000.000000479398,0.0,1000.0000004720187,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]"
1999-07,-1.1469492022797567e-11,1000.0000004679284,-1.1469523991806847e-11,1000.0000004720187,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-1.1469492022797567e-11,1000.0000004679284,-1.1469523991806847e-11,1000.0000004720187,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-1.1469492022797567e-11,1000.0000004679284,-1.1469523991806847e-11,1000.0000004720187,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-1.1469492022797567e-11,1000.0000004679284,-1.1469523991806847e-11,1000.0000004720187,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-1.1469492022797567e-11,1000.0000004679284,-1.1469523991806847e-11,1000.0000004720187,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-1.1469492022797567e-11,1000.0000004679284,-1.1469523991806847e-11,1000.0000004720187,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-1.1469492022797567e-11,1000.0000004679284,-1.1469523991806847e-11,1000.0000004720187,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]",-1.1469492022797567e-11,1000.0000004679284,-1.1469523991806847e-11,1000.0000004720187,"[1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10 1.e-10
 1.e-10 1.e-10]"
