Date,Open,High,Low,Close,Adj Close,Volume
2011-01-31,56.689999,57.680000,56.590000,57.049999,35.323044,9152200
2011-02-07,57.130001,58.570000,57.020000,58.520000,36.233208,7140800
2011-02-14,58.599998,58.900002,58.000000,58.730000,36.363224,5643900
2011-02-21,58.279999,58.869999,56.830002,58.410000,36.165100,6848600
2011-02-28,58.889999,60.000000,57.340000,57.820000,35.799793,10517500
2011-03-07,58.020000,58.520000,57.020000,57.840000,35.812176,8302800
2011-03-14,57.500000,57.610001,55.730000,57.119999,35.366371,11014400
2011-03-21,57.619999,57.990002,56.360001,57.009998,35.298275,9742000
2011-03-28,57.070000,58.950001,56.380001,58.560001,36.522038,13322000
2011-04-04,58.740002,58.840000,57.369999,57.540001,35.885899,7639900
2011-04-11,57.650002,59.000000,57.099998,58.970001,36.777756,7376500
2011-04-18,58.529999,60.020000,58.060001,59.990002,37.413891,5985900
2011-04-25,60.119999,62.380001,59.810001,61.830002,38.561443,10107700
2011-05-02,62.130001,62.360001,60.290001,60.459999,37.707016,10315300
2011-05-09,60.490002,61.810001,60.220001,60.529999,37.750652,7330800
2011-05-16,60.259998,61.709999,60.220001,60.700001,37.856697,8373300
2011-05-23,60.080002,61.770000,59.720001,61.700001,38.480366,6587400
2011-05-30,62.180000,62.700001,59.680000,60.680000,37.844231,8571500
2011-06-06,60.580002,60.959999,58.009998,58.099998,36.235146,7327300
2011-06-13,58.250000,59.450001,57.820000,59.279999,36.971077,8696300
2011-06-20,59.090000,60.880001,58.200001,58.580002,36.534527,11513900
2011-06-27,58.610001,61.299999,58.529999,61.130001,38.449677,9604300
2011-07-04,61.310001,62.990002,60.840000,62.759998,39.474918,6835300
2011-07-11,61.869999,62.740002,60.430000,61.369999,38.600636,9052600
2011-07-18,61.189999,63.320000,60.410000,63.180000,39.739098,6702000
2011-07-25,62.480000,62.990002,59.959999,61.040001,38.393074,10576800
2011-08-01,61.770000,62.000000,52.700001,53.529999,33.669426,22389600
2011-08-08,51.709999,56.310001,48.720001,54.790001,34.461929,33107500
2011-08-15,55.209999,57.500000,53.070000,53.209999,33.468147,14309900
2011-08-22,54.410000,56.250000,52.520000,54.930000,34.549995,13197100
2011-08-29,55.630001,57.959999,55.279999,55.439999,34.870770,15459800
2011-09-05,53.730000,57.590000,53.660000,55.060001,34.631760,9897800
2011-09-12,54.189999,57.220001,54.040001,57.200001,35.977779,13395100
2011-09-19,56.230000,56.660000,50.650002,51.560001,32.430332,13423900
2011-09-26,52.009998,53.779999,50.860001,50.869999,32.307014,10387800
2011-10-03,50.340000,51.810001,47.099998,49.889999,31.684635,25685200
2011-10-10,50.849998,53.279999,50.750000,53.040001,33.685169,10656400
2011-10-17,52.820000,55.160000,51.660000,55.160000,35.031555,10943600
2011-10-24,55.299999,59.119999,55.040001,58.799999,37.343285,11107000
2011-10-31,58.240002,58.900002,55.990002,57.669998,36.625622,11606000
2011-11-07,57.590000,58.490002,55.400002,57.250000,36.358875,9424200
2011-11-14,56.980000,57.060001,54.700001,55.389999,35.177624,9537800
2011-11-21,54.580002,54.580002,51.889999,52.349998,33.246956,6483600
2011-11-28,53.880001,56.360001,53.080002,55.419998,35.196686,9418500
2011-12-05,56.180000,56.610001,55.009998,56.340000,35.780960,7977800
2011-12-12,55.849998,57.009998,54.299999,56.549999,35.914322,8497000
2011-12-19,56.650002,58.869999,55.910000,58.180000,36.949512,8931700
2011-12-26,58.099998,58.849998,57.709999,58.000000,37.243439,5450300
2012-01-02,59.049999,59.650002,57.029999,57.840000,37.140701,11714200
2012-01-09,58.009998,58.799999,57.490002,58.389999,37.493874,7771700
2012-01-16,58.970001,59.939999,58.639999,59.880001,38.450649,5602500
2012-01-23,60.070000,62.119999,59.770000,61.860001,39.722057,7678100
2012-01-30,61.580002,63.349998,61.099998,63.320000,40.659565,13058700
2012-02-06,63.160000,63.349998,61.840000,62.029999,39.831207,8612300
2012-02-13,62.369999,62.820000,61.439999,62.349998,40.036697,9691500
2012-02-20,62.480000,62.549999,60.779999,61.700001,39.619312,9341100
2012-02-27,61.360001,61.860001,60.840000,61.270000,39.343189,12645000
2012-03-05,61.250000,61.889999,60.650002,61.380001,39.413834,8509900
2012-03-12,61.349998,63.330002,61.349998,63.180000,40.569660,10728100
2012-03-19,63.180000,63.970001,62.189999,62.959999,40.428383,11115400
2012-03-26,63.009998,63.790001,62.340000,63.650002,40.871468,10243500
2012-04-02,63.730000,64.190002,62.680000,62.910000,40.720970,14026700
2012-04-09,62.169998,62.630001,60.840000,62.270000,40.306713,9185800
2012-04-16,62.650002,64.260002,62.459999,64.000000,41.426514,8968900
2012-04-23,63.560001,65.760002,62.910000,65.639999,42.488075,10517900
2012-04-30,65.550003,66.690002,65.029999,65.269997,42.248573,10571000
2012-05-07,65.070000,65.900002,64.879997,65.589996,42.455711,11041400
2012-05-14,64.879997,65.389999,60.910000,61.099998,39.549381,13565900
2012-05-21,61.230000,63.220001,61.150002,62.669998,40.565628,9313700
2012-05-28,63.049999,63.619999,60.860001,60.990002,39.478180,8488400
2012-06-04,60.959999,63.869999,60.139999,63.630001,41.187016,17090400
2012-06-11,64.160004,64.269997,61.889999,63.770000,41.277645,8478500
2012-06-18,63.480000,64.970001,63.070000,63.490002,41.096390,11517900
2012-06-25,62.320000,65.470001,62.189999,65.430000,42.352142,11458900
2012-07-02,65.940002,66.690002,65.330002,66.290001,43.262455,8502500
2012-07-09,66.290001,66.809998,65.080002,66.730003,43.549606,8707000
2012-07-16,66.680000,67.709999,65.750000,66.050003,43.105839,9327300
2012-07-23,65.269997,67.010002,64.930000,66.529999,43.419090,7469200
2012-07-30,66.620003,67.480003,65.919998,67.129997,43.810658,9187800
2012-08-06,67.389999,67.550003,65.400002,65.699997,42.877411,8450100
2012-08-13,65.669998,66.400002,65.300003,66.330002,43.288567,7249900
2012-08-20,66.339996,66.480003,65.510002,66.260002,43.242901,10400300
2012-08-27,66.510002,66.879997,66.099998,66.730003,43.549606,7439500
2012-09-03,66.739998,67.919998,66.260002,67.739998,44.208767,7348500
2012-09-10,67.639999,69.199997,67.019997,68.760002,44.874447,20087600
2012-09-17,68.790001,69.110001,66.290001,66.540001,43.425621,17167200
2012-09-24,65.730003,66.250000,64.589996,64.970001,42.400990,16805100
2012-10-01,65.099998,65.680000,63.820000,65.169998,42.869759,14488300
2012-10-08,64.830002,65.529999,64.680000,64.769997,42.606628,9381600
2012-10-15,64.790001,66.320000,64.459999,65.540001,43.113155,11433000
2012-10-22,65.489998,65.550003,63.400002,63.759998,41.942242,9668400
2012-10-29,64.040001,65.570000,63.740002,65.120003,42.836868,7515200
2012-11-05,65.120003,65.199997,63.450001,63.740002,41.929089,9718200
2012-11-12,63.860001,63.919998,61.660000,62.439999,41.073921,10917600
2012-11-19,63.130001,64.089996,62.799999,64.040001,42.126434,7478000
2012-11-26,63.900002,64.610001,63.110001,64.209999,42.238255,21417300
2012-12-03,64.480003,65.220001,64.129997,65.209999,42.896072,13750700
2012-12-10,65.300003,65.680000,64.449997,64.650002,42.527695,11515400
2012-12-17,64.949997,66.559998,64.650002,66.320000,43.626255,13205000
2012-12-24,65.570000,65.910004,64.809998,65.110001,42.830296,7822800
2012-12-31,65.120003,67.089996,64.889999,66.919998,44.556385,14914800
2013-01-07,66.940002,67.550003,66.739998,67.160004,44.716198,10757800
2013-01-14,67.339996,68.089996,67.150002,68.089996,45.335392,10972800
2013-01-21,68.150002,68.989998,68.010002,68.949997,45.908009,9012300
2013-01-28,69.169998,69.330002,68.089996,68.660004,45.714916,13144000
2013-02-04,68.419998,68.919998,68.029999,68.919998,45.888016,18099600
2013-02-11,68.849998,69.730003,68.800003,69.239998,46.101082,10734700
2013-02-18,69.449997,70.070000,68.660004,69.510002,46.280857,7565300
2013-02-25,69.739998,69.820000,68.120003,69.320000,46.154343,14913400
